"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"	"metadata"
"ENSMUSG00000048814"	5748	20	101	7	2	14	51	9	27	5020	28	17	0	10	77	9	26	5421	58	68	4	3	16	18	9	26	"Lonrf2 LON peptidase N-terminal domain and ring finger 2"
"ENSMUSG00000048827"	74	40	35	29	24	68	52	127	4373	98	35	27	31	37	55	134	2485	153	31	21	32	32	53	131	155	3359	"Pkd1l3 polycystic kidney disease 1 like 3"
"ENSMUSG00000048834"	2819	1	5	61	0	39	3	0	104	1844	0	65	0	32	17	0	137	2451	0	8	95	0	27	0	0	100	"Vstm2a V-set and transmembrane domain containing 2A"
"ENSMUSG00000048856"	57	35	32	24	12271	40	40	18	217	77	59	39	24899	67	211	37	81	54	39	51	24	18855	48	62	32	131	"Slc25a47 solute carrier family 25, member 47"
"ENSMUSG00000048865"	74	733	265	115	139	1121	129	7557	144	87	951	155	254	1389	90	10940	1327	72	1231	391	99	244	1083	106	6986	166	"Arhgap30 Rho GTPase activating protein 30"
"ENSMUSG00000048895"	3923	22	55	17	18	27	27	287	62	4522	22	13	13	27	32	136	54	4771	85	38	20	21	35	33	123	28	"Cdk5r1 cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
"ENSMUSG00000048899"	819	27	12	20	0	11	3	15	47	383	25	21	2	10	4	8	31	428	58	4	34	0	25	4	9	102	"Rimkla ribosomal modification protein rimK-like family member A"
"ENSMUSG00000048905"	231	900	2	22	7	1	3	20	263	195	807	17	9	0	1	30	339	226	349	8	24	12	1	0	14	388	"Bnip5 BCL2 interacting protein 5"
"ENSMUSG00000048911"	973	147	104	7163	188	196	134	92	1641	899	80	2478	201	92	99	105	1391	1144	43	132	2772	449	178	109	100	1570	"Rnf24 ring finger protein 24"
"ENSMUSG00000048922"	7	397	28	23	7	36	21	271	6588	6	324	24	16	41	29	273	6948	6	413	34	52	15	40	15	491	7418	"Cdca2 cell division cycle associated 2"
"ENSMUSG00000048988"	479	3	2	135	5	191	3	5	1282	359	0	93	3	132	0	1	1197	456	2	0	141	3	389	0	9	1103	"Elfn1 leucine rich repeat and fibronectin type III, extracellular 1"
"ENSMUSG00000049001"	800	5	85	5	0	5711	10	43	4	439	3	4	0	3832	16	54	4	430	12	68	2	0	3408	33	73	0	"Ndnf neuron-derived neurotrophic factor"
"ENSMUSG00000049044"	8866	95	751	239	7746	577	47	550	311	9084	142	248	6078	758	100	481	310	9449	105	442	173	9428	654	117	380	225	"Rapgef4 Rap guanine nucleotide exchange factor (GEF) 4"
"ENSMUSG00000049091"	468	3836	486	6512	25423	346	1151	489	4486	350	4546	6381	28470	366	845	373	4187	376	4108	463	7032	23882	308	1368	555	4861	"Sephs2 selenophosphate synthetase 2"
"ENSMUSG00000049092"	1150	14	127	29	17	68	252	76	160	822	23	24	18	48	196	73	122	862	21	98	22	50	106	55	78	151	"Gpr137c G protein-coupled receptor 137C"
"ENSMUSG00000049100"	3856	14	0	0	0	0	2	68	66	3339	12	0	0	0	21	36	96	3720	8	0	2	9	4	0	102	44	"Pcdh10 protocadherin 10"
"ENSMUSG00000049109"	4	29	7	2	9	65	0	431	20	0	57	7	39	81	1	487	14	0	78	0	0	12	39	0	224	34	"Themis thymocyte selection associated"
"ENSMUSG00000049112"	161	5	35	15	0	1	38	8	339	365	14	7	0	1	10	8	193	303	2	8	10	0	2	7	4	136	"Oxtr oxytocin receptor"
"ENSMUSG00000049134"	18	72	8071	89	11	62	55293	3	22	27	59	44	5	86	52767	1	10	15	103	7022	44	15	153	40486	5	19	"Nrap nebulin-related anchoring protein"
"ENSMUSG00000049154"	42	127	7	0	2	539	3	1	2207	55	66	0	0	308	4	0	1306	35	145	0	10	3	248	0	0	1986	"Fam183b family with sequence similarity 183, member B"
"ENSMUSG00000049265"	453	167	2596	21	7	299	89	95	72	338	205	138	10	564	16	88	23	439	353	1337	131	6	1036	1507	45	42	"Kcnk3 potassium channel, subfamily K, member 3"
"ENSMUSG00000049281"	3768	10	111	2	2	7382	65	27	28	3747	29	6	3	2594	51	39	15	4040	19	144	2	3	4256	58	34	21	"Scn3b sodium channel, voltage-gated, type III, beta"
"ENSMUSG00000049307"	11	970	60	29	1	179	23	208	22	4	492	42	3	165	21	239	14	5	818	42	46	6	112	22	255	17	"Fut4 fucosyltransferase 4"
"ENSMUSG00000049336"	4542	10	5	35	2	1	26	1	70	2919	5	45	0	5	70	12	42	4441	25	0	28	6	5	58	7	187	"Tenm2 teneurin transmembrane protein 2"
"ENSMUSG00000049357"	23	12	32	22	16	52	17	33	617	44	15	35	10	62	17	41	722	32	21	55	14	9	32	22	26	808	"Brd8dc BRD8 domain containing"
"ENSMUSG00000049382"	1	18025	16	664	2602	776	2	3	80	17	31318	1034	6054	1341	0	0	177	2	15345	0	1297	1528	1079	4	2	72	"Krt8 keratin 8"
"ENSMUSG00000049404"	38	28	9	12	3219	24	73	16	658	8	15	15	2811	25	14	12	117	14	52	13	6	1381	7	0	5	165	"Rarres1 retinoic acid receptor responder (tazarotene induced) 1"
"ENSMUSG00000049436"	19	67	168	48	12	234	0	18	11	39	103	106	12	933	0	9	27	14	58	34	119	9	252	0	8	13	"Upk1b uroplakin 1B"
"ENSMUSG00000049493"	497	21690	0	1473	263	457	1	166	86	378	20141	1567	42	456	0	78	121	272	8067	0	1678	203	500	0	189	119	"Pls1 plastin 1 (I-isoform)"
"ENSMUSG00000049511"	278	10	12	34	4	48	30	14	1	153	2	61	0	30	1	4	0	182	14	0	32	0	33	0	6	0	"Htr1b 5-hydroxytryptamine (serotonin) receptor 1B"
"ENSMUSG00000049538"	170	0	5	33	5	0	90	5	25	193	2	38	6	0	34	18	14	121	17	0	46	0	0	22	34	9	"Adamts16 a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16"
"ENSMUSG00000049551"	52	11	28	4	1	2	714	3	60	43	11	7	1	1	402	6	40	50	23	17	8	6	1	270	4	72	"Fzd9 frizzled class receptor 9"
"ENSMUSG00000049556"	3841	8	18	4	7	51	21	71	109	4652	15	2	10	18	36	56	83	5421	35	51	4	21	215	11	99	106	"Lingo1 leucine rich repeat and Ig domain containing 1"
"ENSMUSG00000049571"	309	1	5	8	1	724	6	4	4690	231	5	3	4	411	22	4	4035	324	0	8	12	0	320	0	6	3308	"Cfap46 cilia and flagella associated protein 46"
"ENSMUSG00000049580"	34	1883	124	658	2663	563	63	135	168	41	2865	818	5683	324	66	138	179	26	1483	144	2044	6883	428	201	68	119	"Tsku tsukushi, small leucine rich proteoglycan"
"ENSMUSG00000049608"	27	501	0	5	5	23	0	140	390	58	886	2	11	56	0	234	485	9	458	0	6	0	9	0	113	426	"Gpr55 G protein-coupled receptor 55"
"ENSMUSG00000049670"	849	39	122	392	20	188	298	61	3239	1054	28	227	34	80	123	18	4229	1109	39	68	437	32	123	109	27	4447	"Morn4 MORN repeat containing 4"
"ENSMUSG00000049676"	11	3	7	10	2	28	14	35	3623	37	3	13	5	98	14	36	4842	34	14	21	20	3	55	4	34	4138	"Catsperg1 cation channel sperm associated auxiliary subunit gamma 1"
"ENSMUSG00000049687"	2	42	76	8	15	87	34	256	1087	19	23	15	11	53	35	279	335	17	56	93	20	24	97	33	988	282	"Pheta2 PH domain containing endocytic trafficking adaptor 2"
"ENSMUSG00000049690"	131	385	122	103	61	2684	13	21	106	115	216	98	16	2409	21	13	99	130	229	89	24	15	3052	33	11	95	"Nckap5 NCK-associated protein 5"
"ENSMUSG00000049723"	0	62	28	73	5	188	1	211	1	0	22	71	5	117	4	160	0	0	31	573	32	6	177	4	228	2	"Mmp12 matrix metallopeptidase 12"
"ENSMUSG00000049739"	654	1179	555	815	671	1100	725	1715	14243	663	661	652	987	765	728	2111	12543	824	752	543	775	1040	1189	664	2144	14235	"Zfp646 zinc finger protein 646"
"ENSMUSG00000049744"	152	127	81	156	46	322	47	2042	69	220	179	131	31	466	107	1576	63	208	262	140	93	44	173	62	1262	8	"Arhgap15 Rho GTPase activating protein 15"
"ENSMUSG00000049792"	1024	446	963	580	855	835	733	468	17998	1170	524	566	751	1315	749	519	27390	1070	494	1159	844	984	948	992	504	24585	"Bag5 BCL2-associated athanogene 5"
"ENSMUSG00000049811"	74	22	122	166	88	505	104	63	6061	122	42	168	95	569	148	58	5695	87	48	89	266	97	291	77	69	6820	"Fam161a family with sequence similarity 161, member A"
"ENSMUSG00000049832"	5	1	124	2	2	77	3	3	3	1	0	1	1	3	0	0	1	50	70	166	58	47	2	99	1	61	"NA NA"
"ENSMUSG00000049871"	52	158	111	76	27	145	40	1286	146	57	222	77	43	150	49	1239	99	41	211	225	62	24	96	29	778	85	"Nlrc3 NLR family, CARD domain containing 3"
"ENSMUSG00000049881"	121	100	712	198	117	308	87	107	1798	143	131	238	110	478	100	82	2495	76	89	705	167	47	298	99	93	1668	"2810025M15Rik RIKEN cDNA 2810025M15 gene"
"ENSMUSG00000049897"	7	33	2	21	38	24	13	28	3533	16	29	22	73	15	11	34	3982	11	27	4	26	53	13	11	23	3910	"Stkld1 serine/threonine kinase-like domain containing 1"
"ENSMUSG00000049916"	7	35	0	0	0	2	0	34	7079	9	52	1	1	3	17	49	14395	5	58	4	24	0	3	11	51	6665	"2610318N02Rik RIKEN cDNA 2610318N02 gene"
"ENSMUSG00000049939"	1751	8	18	19	15	34	14	24	130	1528	6	15	11	13	35	28	128	2028	4	4	10	6	19	22	33	102	"Lrrc4 leucine rich repeat containing 4"
"ENSMUSG00000049985"	184	18	90	22	621	59	8	45	340	87	43	4	9	3	5	31	314	80	12	110	2	59	8	0	29	458	"Ankrd55 ankyrin repeat domain 55"
"ENSMUSG00000050010"	62	17	30	139	4	30	44	31	1392	26	31	186	5	20	173	62	1150	24	39	59	109	0	18	131	42	864	"Shisa3 shisa family member 3"
"ENSMUSG00000050035"	30	34	32	3	1	18	22	13	70899	24	2	3	0	9	74	14	59109	24	4	17	193	0	10	58	8	71594	"Fhl4 four and a half LIM domains 4"
"ENSMUSG00000050050"	14	11	2	49	32	34	6	9	5162	13	6	48	13	28	7	29	4641	14	17	0	68	32	24	11	24	4876	"Ccdc158 coiled-coil domain containing 158"
"ENSMUSG00000050075"	17	81	41	4	10	76	3	658	8	18	91	7	8	141	4	371	26	35	85	13	4	3	41	7	356	19	"Gpr171 G protein-coupled receptor 171"
"ENSMUSG00000050097"	0	533	2	536	106	31	7	1	0	1	194	407	159	72	0	0	1	0	151	4	580	88	15	4	0	0	"Ces2b carboxyesterase 2B"
"ENSMUSG00000050103"	159	3703	465	75	4852	842	251	35	38	127	2549	170	2121	369	178	37	45	57	1361	280	149	2953	566	270	21	59	"Agmo alkylglycerol monooxygenase"
"ENSMUSG00000050106"	11	320	180	66	51	178	27	1229	36	9	265	30	89	105	29	1166	38	14	471	153	58	123	253	91	1332	28	"Tmc8 transmembrane channel-like gene family 8"
"ENSMUSG00000050107"	6	314	30	49	10	58	6	193	21724	6	299	82	15	57	25	192	25006	0	262	42	101	9	36	29	329	25192	"Haspin histone H3 associated protein kinase"
"ENSMUSG00000050114"	1	1	83	0	0	251	0	1	7906	1	0	0	0	0	14	2	11826	47	70	115	75	370	1	26	1	11464	"Prdx6b peroxiredoxin 6B"
"ENSMUSG00000050122"	66	3	5	1	2	172	165	10	8187	75	18	1	30	94	81	13	6652	41	25	8	14	32	76	128	2	8920	"Vwa3b von Willebrand factor A domain containing 3B"
"ENSMUSG00000050157"	9	3	5	17	1	416	10	227	39	30	11	37	14	367	14	116	44	14	4	8	18	3	305	47	727	81	"Gm867 predicted gene 867"
"ENSMUSG00000050164"	329	29	2	158	12	38	48	0	18	350	12	15	3	8	214	3	13	350	27	0	79	3	39	489	1	13	"Mchr1 melanin-concentrating hormone receptor 1"
"ENSMUSG00000050192"	2274	69	85	170	18	287	49	171	524	1440	31	107	6	194	59	170	437	1138	33	132	93	3	240	40	152	363	"Eif5a2 eukaryotic translation initiation factor 5A2"
"ENSMUSG00000050211"	1229	5	182	0	0	9	5468	0	100	368	2	0	0	1	1408	0	23	713	4	310	4	0	19	1536	1	335	"Pla2g4e phospholipase A2, group IVE"
"ENSMUSG00000050232"	1	46	16	11	12	60	5	220	1	1	91	17	23	57	5	269	1	5	95	21	8	3	49	0	188	2	"Cxcr3 chemokine (C-X-C motif) receptor 3"
"ENSMUSG00000050234"	38	55	525	135	122	1324	142	162	48	26	42	109	117	791	82	140	21	23	165	662	89	165	1608	259	110	23	"Gja4 gap junction protein, alpha 4"
"ENSMUSG00000050272"	2048	4	7	1	0	0	0	119	102	1398	6	0	2	0	7	128	107	1729	10	0	2	6	3	11	146	79	"Dscam DS cell adhesion molecule"
"ENSMUSG00000050315"	246	1626	1979	271	4	713	37289	1278	50	666	983	270	14	537	30887	1265	52	72	905	1545	151	21	969	31901	1375	45	"Synpo2 synaptopodin 2"
"ENSMUSG00000050335"	13	7627	117	432	79	2045	134	1034	16	15	11565	384	154	2532	110	1187	104	8	6786	548	500	65	1682	124	942	9	"Lgals3 lectin, galactose binding, soluble 3"
"ENSMUSG00000050350"	5	116	21	19	23	132	3	1526	12	2	176	16	19	231	5	1058	13	5	242	25	26	12	84	18	1040	8	"Gpr18 G protein-coupled receptor 18"
"ENSMUSG00000050357"	428	122	2	10	9	88	1	1658	46	389	153	16	21	114	10	2279	52	612	293	42	20	24	131	22	1787	74	"Carmil2 capping protein regulator and myosin 1 linker 2"
"ENSMUSG00000050447"	607	33	5	85	21	67	43	18	14	458	28	91	7	22	44	17	19	486	29	4	97	3	32	51	14	15	"Lypd6 LY6/PLAUR domain containing 6"
"ENSMUSG00000050503"	11	122	937	36	26	50	154	88	25	14	94	37	36	42	113	44	18	14	204	1320	58	35	69	153	55	28	"Fbxl22 F-box and leucine-rich repeat protein 22"
"ENSMUSG00000050538"	666	9	30	5	2	19	3	27	48	704	18	17	7	27	11	31	25	905	19	51	16	6	26	18	37	45	"NA NA"
"ENSMUSG00000050541"	207	4	316	58	3068	32	15	25	10	283	3	40	2911	28	14	39	20	128	6	225	42	2497	50	11	30	8	"Adra1b adrenergic receptor, alpha 1b"
"ENSMUSG00000050545"	160	1	46	50	71	17	69	18	847	136	3	39	46	3	92	11	629	112	2	55	32	71	6	51	14	484	"Fam228b family with sequence similarity 228, member B"
"ENSMUSG00000050555"	186	125	117	60	100	100	57	236	3570	167	109	64	70	144	56	201	3812	162	167	110	81	76	76	88	221	4099	"Hyls1 HYLS1, centriolar and ciliogenesis associated"
"ENSMUSG00000050556"	4429	145	1251	218	115	348	2377	142	685	6349	129	281	147	276	2302	238	275	7082	190	1023	175	126	250	1861	206	923	"Kcnb1 potassium voltage gated channel, Shab-related subfamily, member 1"
"ENSMUSG00000050587"	3290	11	71	5	82	28	20	47	17	2829	18	3	36	68	29	30	10	2898	12	72	2	29	38	0	20	21	"Lrrc4c leucine rich repeat containing 4C"
"ENSMUSG00000050600"	544	87	0	5	4	90	5	1468	34	871	74	4	10	153	4	1613	21	989	107	17	6	3	78	0	1190	30	"Zfp831 zinc finger protein 831"
"ENSMUSG00000050640"	1176	14	48	260	10	67	9	62	102	1119	17	358	4	109	22	72	209	947	25	72	260	3	101	7	69	140	"Tmem150c transmembrane protein 150C"
"ENSMUSG00000050663"	914	9	37	0	94	1	64	0	48	732	2	1	54	0	35	0	79	995	2	55	0	71	0	36	1	32	"Trhde TRH-degrading enzyme"
"ENSMUSG00000050677"	51	16	23	35	6	134	12	8	8809	60	5	40	8	99	9	6	7713	60	2	8	115	15	103	15	12	9357	"Ccdc96 coiled-coil domain containing 96"
"ENSMUSG00000050708"	101	856	122	1662	5229	425	280	1357	67	425	7270	4582	25338	4541	772	2972	193	73	611	348	383	2388	647	99	1080	42	"Ftl1 ferritin light polypeptide 1"
"ENSMUSG00000050751"	2225	47	23	8	0	7	2	8	653	2977	62	12	0	3	14	4	563	3080	93	17	12	3	15	7	6	414	"Pgbd5 piggyBac transposable element derived 5"
"ENSMUSG00000050821"	3406	32	613	35	9	190	5387	97	995	4437	25	51	13	123	2656	75	1256	6309	72	267	60	29	252	3685	83	1152	"Fam131a family with sequence similarity 131, member A"
"ENSMUSG00000050908"	554	120	48	23	7	47	27	70	13	472	65	22	30	60	26	110	13	647	68	89	30	26	39	11	92	19	"Tvp23a trans-golgi network vesicle protein 23A"
"ENSMUSG00000050921"	0	96	30	6	12	214	7	1129	0	0	83	11	4	262	2	987	1	0	105	34	2	9	113	0	998	0	"P2ry10 purinergic receptor P2Y, G-protein coupled 10"
"ENSMUSG00000050930"	107	30	129	161	13	83	226	58	1524	94	48	166	9	120	152	74	1513	107	39	123	137	18	123	113	61	1740	"Map10 microtubule-associated protein 10"
"ENSMUSG00000050944"	151	54	46	29	4	36	12	19	11404	150	32	27	2	41	27	32	9159	153	33	25	64	0	30	40	21	10183	"Efcab5 EF-hand calcium binding domain 5"
"ENSMUSG00000050945"	148	40	157	92	46	144	227	84	3431	132	31	102	62	188	219	106	2698	104	33	153	131	53	128	208	94	3270	"Zfp438 zinc finger protein 438"
"ENSMUSG00000050957"	6	148	14	67	9	2	2	19	2383	3	550	42	2	8	5	23	2491	5	217	8	40	6	4	4	26	3605	"Insl6 insulin-like 6"
"ENSMUSG00000050994"	24	5	12	3	2	328	1	39	6181	44	15	7	64	274	1	66	3877	14	17	8	6	3	160	4	16	2671	"Adgb androglobin"
"ENSMUSG00000051048"	87	7	5	1	2	32	1	40	51	96	2	3	0	10	4	11	6	168	17	4	6	0	59	36	17	9	"P4ha3 procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III"
"ENSMUSG00000051067"	312	3	168	0	0	0	498	0	11	391	3	0	0	0	777	0	6	538	6	89	4	0	0	690	1	11	"Lingo3 leucine rich repeat and Ig domain containing 3"
"ENSMUSG00000051111"	2324	56	14	2	1	13	41	11	188	1366	68	12	4	5	34	29	471	685	12	0	0	0	12	36	3	51	"Sv2c synaptic vesicle glycoprotein 2c"
"ENSMUSG00000051113"	52	3	30	40	5	13	86	20	4790	80	18	43	8	22	72	33	4133	171	19	55	119	21	48	106	46	4273	"Fam71e1 family with sequence similarity 71, member E1"
"ENSMUSG00000051146"	1706	20	12	62	40	30	48	9	294	1067	45	57	37	18	21	8	256	1132	33	25	30	41	30	11	8	242	"Camk2n2 calcium/calmodulin-dependent protein kinase II inhibitor 2"
"ENSMUSG00000051177"	5838	146	228	1057	603	989	225	76	183	6480	96	641	456	646	152	64	189	6124	140	331	526	588	516	157	52	165	"Plcb1 phospholipase C, beta 1"
"ENSMUSG00000051212"	23	82	113	19	57	160	21	960	10	25	85	22	31	214	15	874	19	37	147	166	18	26	109	22	599	13	"Gpr183 G protein-coupled receptor 183"
"ENSMUSG00000051243"	803	10	32	19	0	2	61	22	272	1071	29	14	0	1	42	8	359	1671	21	17	38	0	2	58	5	195	"Islr2 immunoglobulin superfamily containing leucine-rich repeat 2"
"ENSMUSG00000051306"	605	556	249	360	397	488	428	554	7199	574	586	335	452	361	385	640	5551	702	436	255	379	511	458	296	529	4556	"Usp42 ubiquitin specific peptidase 42"
"ENSMUSG00000051314"	1	124	2	1	1	38	145	810	7	1	203	4	3	30	17	572	1	0	258	0	2	3	89	77	440	0	"Ffar2 free fatty acid receptor 2"
"ENSMUSG00000051323"	1768	350	792	39	2	90	254	8	11	1873	146	50	1	143	261	5	11	1830	89	798	34	3	140	390	9	21	"Pcdh19 protocadherin 19"
"ENSMUSG00000051335"	2148	316	557	74	100	548	154	137	38	2168	260	103	106	525	160	240	35	3101	196	535	83	123	770	153	197	32	"Gfod1 glucose-fructose oxidoreductase domain containing 1"
"ENSMUSG00000051343"	2518	88	1725	3745	90	729	1193	371	13245	1950	173	3252	67	653	1171	485	15987	2139	268	1796	4304	62	947	1233	398	15260	"Rab11fip5 RAB11 family interacting protein 5 (class I)"
"ENSMUSG00000051354"	27	5	5	5	2	36	0	42	0	65	2	5	2	67	0	174	0	34	2	17	0	6	48	0	104	0	"Samd3 sterile alpha motif domain containing 3"
"ENSMUSG00000051359"	9253	303	585	568	449	1934	146	114	28	10566	337	411	484	1598	198	84	6	12398	299	335	475	308	1366	193	73	15	"Ncald neurocalcin delta"
"ENSMUSG00000051367"	3	1	5	0	0	147	3320	0	96	1	0	11	0	80	3434	0	76	8	0	17	0	0	99	3149	0	74	"Six1 sine oculis-related homeobox 1"
"ENSMUSG00000051373"	308	12	523	18	20	35	4490	27	90	266	28	19	20	18	3404	23	72	359	39	548	34	15	53	5473	30	79	"Plpp7 phospholipid phosphatase 7 (inactive)"
"ENSMUSG00000051378"	5	230	7	10	0	19	3	259	2031	7	142	13	5	38	9	370	2121	3	202	47	36	21	36	18	1104	1950	"Kif18b kinesin family member 18B"
"ENSMUSG00000051397"	7	4	7	278	0	799	0	100	1	3	9	447	0	786	0	78	0	5	14	4	715	0	550	4	55	0	"Tacstd2 tumor-associated calcium signal transducer 2"
"ENSMUSG00000051435"	136	12	2	3	71	824	1	10	12824	211	20	7	88	710	16	31	11394	150	14	13	64	97	732	26	10	13962	"Fhad1 forkhead-associated (FHA) phosphopeptide binding domain 1"
"ENSMUSG00000051457"	3	269	48	76	46	785	13	2551	4	6	379	94	50	1057	17	3397	16	8	473	98	77	24	795	33	2497	6	"Spn sialophorin"
"ENSMUSG00000051483"	1006	7730	447	473	1378	485	601	283	397	1245	13166	688	2571	955	818	465	637	847	6313	543	602	1237	603	591	282	314	"Cbr1 carbonyl reductase 1"
"ENSMUSG00000051497"	821	3	5	23741	21	0	1	130	4	611	8	14124	30	4	4	344	1	636	14	4	17625	59	1	7	433	2	"Kcnj16 potassium inwardly-rectifying channel, subfamily J, member 16"
"ENSMUSG00000051504"	210	82	46	7	17	190	37	957	3	272	69	6	12	87	11	421	4	217	37	59	6	9	70	7	723	11	"Siglech sialic acid binding Ig-like lectin H"
"ENSMUSG00000051506"	40	810	67	121	56	1179	62	8707	801	69	812	127	203	801	85	12395	1016	31	909	123	81	120	700	51	7925	1059	"Wdfy4 WD repeat and FYVE domain containing 4"
"ENSMUSG00000051590"	139	18	0	3	7	237	8	319	3	159	9	4	4	157	7	283	3	136	10	8	10	0	91	11	12	2	"Map3k19 mitogen-activated protein kinase kinase kinase 19"
"ENSMUSG00000051606"	7	67	21	1	2	100	1	1	55	10	88	1	1	123	0	1	15	5	31	0	2	0	208	4	0	36	"NA NA"
"ENSMUSG00000051652"	226	244	30	595	3623	46	21	56	68	300	333	534	4522	19	16	63	66	275	217	17	673	4689	50	29	55	34	"Lrrc3 leucine rich repeat containing 3"
"ENSMUSG00000051682"	3	36	0	8	18	226	8	601	0	1	108	8	127	152	0	1145	2	0	93	8	0	129	193	4	1448	0	"Treml4 triggering receptor expressed on myeloid cells-like 4"
"ENSMUSG00000051703"	490	18	23	13	1	27	14	24	145	830	22	16	3	42	5	40	142	878	33	30	24	9	58	15	28	178	"Tmem198 transmembrane protein 198"
"ENSMUSG00000051726"	1528	48	0	11	0	9	499	31	1	3116	66	40	1	39	232	4	91	2534	114	0	8	0	3	266	33	0	"Kcnf1 potassium voltage-gated channel, subfamily F, member 1"
"ENSMUSG00000051735"	44	284	83	93	45	317	31	1670	85	48	430	102	59	565	37	1996	108	52	605	212	77	29	412	51	1154	108	"Rinl Ras and Rab interactor-like"
"ENSMUSG00000051736"	292	20	129	76	27	68	107	35	15018	312	17	92	12	49	89	15	13593	284	4	85	105	9	43	36	19	17104	"Fam229b family with sequence similarity 229, member B"
"ENSMUSG00000051747"	113	39	90150	53	17	434	741987	359	909	68	34	34	4	781	623163	393	978	57	27	60565	44	12	840	604090	227	740	"Ttn titin"
"ENSMUSG00000051790"	5307	237	369	161	147	769	261	369	301	5375	236	178	122	536	309	371	196	6224	432	429	191	167	1598	372	359	233	"Nlgn2 neuroligin 2"
"ENSMUSG00000051811"	38	39	28	59	13	153	7	214	6168	51	163	101	5	274	15	134	5863	61	114	51	123	15	304	40	451	6399	"Cox6b2 cytochrome c oxidase subunit 6B2"
"ENSMUSG00000051851"	1203	52	122	113	17	150	56	162	32	1021	100	140	31	172	64	141	14	791	72	166	91	9	276	36	157	13	"Rtl8c retrotransposon Gag like 8C"
"ENSMUSG00000051969"	0	35	7	5	1	32	1	117	1	0	37	13	9	33	17	454	14	0	58	17	16	6	53	0	379	4	"Tlr11 toll-like receptor 11"
"ENSMUSG00000051980"	28	7	0	788	0	3	1361	0	41	46	2	341	0	0	484	2	73	14	4	0	763	0	1	109	1	83	"Casr calcium-sensing receptor"
"ENSMUSG00000051984"	22	35	484	191	339	87	2197	109	248	5	29	165	452	71	1652	171	105	2	35	280	193	320	81	2605	122	134	"Sec31b Sec31 homolog B (S. cerevisiae)"
"ENSMUSG00000051985"	341	1	2	23	0	0	78	2	65	1599	5	17	0	1	1377	3	76	1332	17	0	52	0	3	460	55	9	"Igfn1 immunoglobulin-like and fibronectin type III domain containing 1"
"ENSMUSG00000051998"	7	365	23	36	4	117	7	2519	33	9	693	19	17	286	6	2767	34	6	791	21	10	18	124	4	1752	44	"Lax1 lymphocyte transmembrane adaptor 1"
"ENSMUSG00000052013"	9	267	37	42	33	630	163	4331	4	16	314	35	28	1006	12	5586	4	9	372	30	8	3	208	33	3571	0	"Btla B and T lymphocyte associated"
"ENSMUSG00000052026"	1605	94	2	4	1	7	1	10	428	2189	160	8	8	1	22	2	381	2999	242	0	34	12	9	0	20	458	"Slc6a7 solute carrier family 6 (neurotransmitter transporter, L-proline), member 7"
"ENSMUSG00000052056"	77	920	408	522	556	863	445	1563	7522	82	472	552	505	863	352	2102	11099	106	570	331	582	588	1083	328	1922	7151	"Zfp217 zinc finger protein 217"
"ENSMUSG00000052131"	1	945	2	27	5	5	0	18	60	0	3552	60	3	25	7	46	58	2	2119	0	121	6	16	7	52	49	"Akr1b7 aldo-keto reductase family 1, member B7"
"ENSMUSG00000052133"	316	10	16	21	64	5	30	4	1709	451	3	28	131	0	12	4	2257	434	35	17	42	35	21	29	5	1716	"Sema5b sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"
"ENSMUSG00000052142"	24	360	37	29	16	313	9	3610	202	60	599	38	50	483	15	4600	172	55	950	81	40	41	462	0	3611	200	"Rasal3 RAS protein activator like 3"
"ENSMUSG00000052151"	84	4435	101	1124	616	377	45	58	57	52	4928	983	688	298	17	84	67	41	4378	110	1509	779	371	55	87	44	"Plpp2 phospholipid phosphatase 2"
"ENSMUSG00000052160"	84	339	316	108	146	1021	192	4577	69	113	684	147	404	759	145	5217	84	179	867	785	85	279	929	161	4661	45	"Pld4 phospholipase D family, member 4"
"ENSMUSG00000052212"	0	120	0	0	1	155	0	54	15	0	125	1	1	133	2	82	25	0	54	0	0	0	94	4	286	17	"Cd177 CD177 antigen"
"ENSMUSG00000052221"	23	0	0	27	7	207	1	2	4260	48	0	6	0	232	4	0	4914	37	2	8	20	3	117	4	1	4976	"Ppp1r36 protein phosphatase 1, regulatory subunit 36"
"ENSMUSG00000052271"	3	258	9	13	5	43	3	64	13	5	1037	6	24	46	9	101	9	3	1516	4	10	56	50	0	155	15	"Bhlha15 basic helix-loop-helix family, member a15"
