"epidermis__standard_1h"	"epidermis__140mM_1h"	"epidermis__140mM_3h"	"epidermis__140mM_8h"	"epidermis__140mM_20h"	"epidermis__140mM_32h"	"epidermis__140mM_48h"	"cortex__standard_1h"	"cortex__140mM_1h"	"cortex__140mM_3h"	"cortex__140mM_8h"	"cortex__140mM_20h"	"cortex__140mM_32h"	"cortex__140mM_48h"	"endodermis__standard_1h"	"endodermis__140mM_1h"	"endodermis__140mM_3h"	"endodermis__140mM_8h"	"endodermis__140mM_20h"	"endodermis__140mM_32h"	"endodermis__140mM_48h"	"stele__standard_1h"	"stele__140mM_1h"	"stele__140mM_3h"	"stele__140mM_8h"	"stele__140mM_20h"	"stele__140mM_32h"	"stele__140mM_48h"	"Annotation"
"GLV6..RGF8"	4.98912	3.031126	6.013201	6.651567	5.67825	6.250834	5.992702	3.818616	3.256942	5.516927	5.482465	5.901374	5.771377	4.416607	5.316022	5.67487	6.506006	6.822154	7.666611	7.602212	7.053639	6.009344	6.881066	7.368797	6.487328	6.500401	7.085802	7.497414	"Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9)., Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9)."
"FLA6"	8.89967	6.99246	5.119761	4.932041	7.805392	7.433628	6.360553	8.34694	5.60063	5.534776	7.250992	9.048657	8.009925	7.439441	6.476299	5.86623	3.865091	4.356486	7.270979	6.990162	4.572887	10.063828	7.064733	5.064911	6.173102	10.318423	9.370598	7.829189	"fasciclin-like arabinogalactan-protein 6 (Fla6)"
"ATEM6..EM6..GEA6"	4.2668447	2.0064511	2.2166093	2.0619718	2.118647	2.2748075	3.356003	0.5344819	2.4652154	4.0402403	5.4772991	2.4774793	2.4965639	2.6013123	2.7293463	6.6009943	8.6503406	8.5108797	4.8929619	4.2073698	5.7416742	1.7806803	3.1261315	5.6050563	5.7154369	2.1019584	2.3512449	2.0847266	"Encodes a group 1 LEA gene that is activated by direct binding of ABI5 to its promoter and is involved in response to ABA. Is required for normal seed development. Involved in regulating the timing of dessication tolerance and rate of water loss during seed maturation., Encodes a group 1 LEA gene that is activated by direct binding of ABI5 to its promoter and is involved in response to ABA. Is required for normal seed development. Involved in regulating the timing of dessication tolerance and rate of water loss during seed maturation., Encodes a group 1 LEA gene that is activated by direct binding of ABI5 to its promoter and is involved in response to ABA. Is required for normal seed development. Involved in regulating the timing of dessication tolerance and rate of water loss during seed maturation."
"TBL30"	6.37524	3.591948	3.314303	3.735911	3.296121	3.533553	3.746597	8.971597	8.763042	8.850648	7.263558	6.896881	6.550191	7.5433	10.034431	10.774555	9.838482	10.469775	10.600764	10.267257	9.728825	9.640429	8.434488	7.492835	7.697054	7.805514	6.915731	6.816189	"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
"ATDTX1..DTX1..TX1"	4.226433	6.304416	6.707896	6.413967	6.506615	6.311826	7.107001	4.323802	6.869315	6.39948	6.950945	6.534891	5.979087	5.981096	6.251715	6.453899	8.55925	6.676102	6.686159	6.962371	7.34604	4.893841	7.749742	9.519519	8.576319	7.385306	7.117374	6.830074	"AtDTX1 (At2g04040) has been identified as a detoxifying efflux carrier for plant-derived antibiotics and other toxic compounds, including CD2+., AtDTX1 (At2g04040) has been identified as a detoxifying efflux carrier for plant-derived antibiotics and other toxic compounds, including CD2+., AtDTX1 (At2g04040) has been identified as a detoxifying efflux carrier for plant-derived antibiotics and other toxic compounds, including CD2+."
"ATEXO70H8..EXO70H8"	7.133356	5.800369	6.369268	6.152452	5.717801	6.249384	6.185457	8.448241	8.505642	8.536104	8.080887	7.60734	7.867893	7.815259	9.450412	10.26883	10.689557	11.462383	11.220612	10.312136	10.068607	9.277312	10.010505	10.186266	9.520741	9.768926	9.721975	10.309611	"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree., A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree."
"ATEXO70H5..EXO70H5"	5.021637	3.708624	5.122224	4.89085	5.027807	4.966936	4.360807	4.377931	3.115795	4.369631	3.911427	3.74743	4.56497	4.759995	3.398038	5.50333	4.571406	4.478672	4.541335	2.697867	4.139732	4.460625	4.728271	4.573594	3.808968	1.477797	3.733979	4.249961	"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree., A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree."
"DALL5"	3.921429	1.077838	2.021462	3.760907	1.92546	5.590345	4.402184	2.829777	2.265881	5.300136	4.878357	5.745118	4.711325	4.885804	1.546677	2.288817	4.622092	3.240096	4.12798	5.614162	3.747088	4.731558	3.819966	3.517316	4.82843	4.187151	4.433433	5.461131	"encodes a triacylglycerol lipase located in plastoglobuli and involved in the degradation of triacylglycerol. It also has impact on leaf senescence and maintaining the structural integrity of thylakoids."
"ATMYO5..ATXIF..XIF"	4.796234	3.053001	2.449179	1.740494	3.189922	1.428389	2.450881	6.46851	3.871545	5.740349	5.107368	5.014066	4.871882	5.238174	7.001273	6.151722	5.848787	4.71546	3.843152	6.109268	5.671896	6.611952	6.237294	6.762315	7.132622	7.345278	7.498675	7.990327	"Encodes an novel myosin isoform., Encodes an novel myosin isoform., Encodes an novel myosin isoform."
"ATVLN1..VLN1"	5.601274	3.147563	2.707651	4.392421	4.529042	4.993988	4.713772	6.409387	6.160864	5.865001	5.82276	6.342334	6.401581	5.922671	6.904879	6.953547	6.42215	6.781903	6.823255	7.180444	6.796454	6.743534	7.468455	7.526659	8.099215	7.82116	7.859821	8.130373	"Encodes a ubiquitously expressed villin-like protein, whose mRNA may be alternatively processed.  Villin belongs to a superfamily of actin binding proteins called the villin/gelsolin family. Animal villins are involved in actin binding.  VLN1 protein co-localizes with actin filaments in several assays. VLN1 binds and bundles F-actin in a calcium-independent manner. It does not nucleate, cap or sever actin filaments and it stabilizes actin filaments, protecting them from ADF-mediated depolymerization., Encodes a ubiquitously expressed villin-like protein, whose mRNA may be alternatively processed.  Villin belongs to a superfamily of actin binding proteins called the villin/gelsolin family. Animal villins are involved in actin binding.  VLN1 protein co-localizes with actin filaments in several assays. VLN1 binds and bundles F-actin in a calcium-independent manner. It does not nucleate, cap or sever actin filaments and it stabilizes actin filaments, protecting them from ADF-mediated depolymerization."
"COR15..COR15A"	3.281369	3.751135	4.572698	4.425042	3.434759	4.096174	3.3577	1.342124	7.411355	8.905411	8.619947	4.184188	3.824808	4.518764	2.751317	4.87523	6.352216	4.037719	2.715352	3.353787	4.192424	2.170884	6.075244	5.402504	4.132693	2.998697	1.414186	1.928476	"A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA)., A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA)."
"APL4"	5.394435	7.371697	7.295142	7.825973	5.910127	6.383562	4.937591	4.059401	5.104463	6.035358	6.039015	5.935682	6.05033	5.398111	3.203046	3.308448	5.123693	5.980554	4.463446	5.650782	5.616457	3.132438	5.399384	4.394908	4.940901	5.414698	5.224509	3.526084	"Encodes the large subunit of ADP-glucose pyrophosphorylase, the enzyme which catalyzes the first and limiting step in starch biosynthesis. The large subunit plays a regulatory role whereas the small subunit (ApS) is the catalytic isoform. Four isoforms of the large subunit (ApL1-4) have been described."
"atfut4..FUT4"	8.602407	6.89906	6.960527	6.849731	6.858782	6.638171	6.848783	8.663733	6.684061	8.257035	8.401665	8.888067	8.255766	8.882734	8.47858	6.381414	6.125512	6.253367	5.072918	6.02051	5.689305	9.506743	7.828464	8.08785	8.021703	8.30076	7.933235	7.69123	"Predicted fucosyltransferase, based on similarity to FUT1, but not functionally redundant with FUT1., Predicted fucosyltransferase, based on similarity to FUT1, but not functionally redundant with FUT1."
"CHR35..DMS1..DRD1"	5.581785	5.890786	6.01638	5.945025	6.409641	5.987516	6.695126	3.52364	5.382811	5.529051	5.098089	5.815748	6.292141	5.438718	3.461942	5.023225	5.60382	4.11713	5.079076	6.398978	6.659446	3.890713	5.523364	5.968196	6.357491	5.835798	5.789249	6.156006	"Putative chromatin remodeling protein, member of a plant-specific subfamily of SWI2/SNF2-like proteins.  Mutations nearly eliminate non-CpG methylation at a target promoter but do not affect rDNA or centromere methylation.  Cooperates with PolIVb to facilitate RNA-directed de novo methylation and silencing of homologous DNA.  Endogenous targets include intergenic regions near retrotransposon LTRs or short RNA encoding sequences that might epigenetically regulate adjacent genes.  May be used to establish a basal yet reversible level of silencing in euchromatin., Putative chromatin remodeling protein, member of a plant-specific subfamily of SWI2/SNF2-like proteins.  Mutations nearly eliminate non-CpG methylation at a target promoter but do not affect rDNA or centromere methylation.  Cooperates with PolIVb to facilitate RNA-directed de novo methylation and silencing of homologous DNA.  Endogenous targets include intergenic regions near retrotransposon LTRs or short RNA encoding sequences that might epigenetically regulate adjacent genes.  May be used to establish a basal yet reversible level of silencing in euchromatin., Putative chromatin remodeling protein, member of a plant-specific subfamily of SWI2/SNF2-like proteins.  Mutations nearly eliminate non-CpG methylation at a target promoter but do not affect rDNA or centromere methylation.  Cooperates with PolIVb to facilitate RNA-directed de novo methylation and silencing of homologous DNA.  Endogenous targets include intergenic regions near retrotransposon LTRs or short RNA encoding sequences that might epigenetically regulate adjacent genes.  May be used to establish a basal yet reversible level of silencing in euchromatin."
"IAA3..SHY2"	4.363651	4.584123	4.758933	4.370987	2.75735	2.398605	5.098087	7.038424	6.38677	6.272072	5.657836	6.217724	6.751462	6.367987	6.693531	4.002616	3.760226	5.265237	5.598958	6.309149	5.358301	6.454577	6.420027	5.771116	5.281147	5.702094	6.48018	6.327872	"SHY2/IAA3 regulates multiple auxin responses in roots. It is induced rapidly by IAA, and has been shown to be phosphorylated by oat phytochrome A in vitro., SHY2/IAA3 regulates multiple auxin responses in roots. It is induced rapidly by IAA, and has been shown to be phosphorylated by oat phytochrome A in vitro."
"CRB..CSP41B..HIP1.3"	1.9717411	1.930806	0.9367276	1.8486859	2.6738828	3.2350617	3.0719192	5.9094771	7.2987346	7.1238507	6.760869	5.4797977	5.6783452	5.9215703	2.4276385	2.9387164	2.8886145	4.9833841	5.0826569	2.84202	3.9215469	3.7113686	4.8774752	4.8613922	4.2721188	3.609455	4.534147	4.9389297	"Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes., Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes., Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes."
"ATORC6..ORC6"	6.867041	7.102237	7.261425	7.909662	7.983838	8.86332	8.587138	6.224522	6.767137	6.637692	7.451732	7.619984	8.034567	7.316507	4.847756	5.304364	5.265421	5.814088	7.340134	7.167566	6.911388	4.323274	5.24797	6.069191	5.900017	6.020486	6.687152	6.770669	"Origin Recognition Complex subunit 6. Involved in the initiation of DNA replication. Regulated transcriptionally during cell cycle, peaking at G1/S-phase. Target of E2F/DF family of transcription factors., Origin Recognition Complex subunit 6. Involved in the initiation of DNA replication. Regulated transcriptionally during cell cycle, peaking at G1/S-phase. Target of E2F/DF family of transcription factors."
"LAC5"	3.429612	2.616742	3.208666	3.202981	1.982164	3.005419	2.168111	1.92885	1.745187	5.958967	8.142592	4.300597	1.960618	3.047036	4.913258	6.174817	11.472561	11.480358	9.225785	6.167349	7.210614	2.431459	4.54441	8.288409	8.943654	4.62369	2.554429	2.781307	"putative laccase, a member of laccase family of genes (17 members in Arabidopsis)."
"PYL6..RCAR9"	7.194661	4.797986	4.5114	4.627442	3.53695	5.110319	4.443066	7.733825	5.428913	6.796368	5.050347	5.106923	3.965321	5.566234	8.091481	6.830362	6.590482	6.36566	6.717116	5.534816	6.049773	8.533025	6.217803	5.4437	5.21922	4.546073	5.559824	5.632993	"Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2., Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2."
"ATPAL1..PAL1"	9.921929	9.288394	8.980719	7.811957	8.186727	8.234939	8.357455	13.402545	12.758288	13.321627	12.589237	11.754462	11.892133	11.495811	13.81477	14.460964	14.749281	14.33486	13.864426	13.602929	13.776248	12.973232	13.764031	14.084337	13.675012	13.28781	13.591876	13.657167	"Encodes PAL1, a phenylalanine ammonia-lyase.  Arabidopsis has four PALs: AT2G37040 (PAL1), AT3G53260 (PAL2), AT5G04230 (PAL3) and AT3G10340 (PAL4)., Encodes PAL1, a phenylalanine ammonia-lyase.  Arabidopsis has four PALs: AT2G37040 (PAL1), AT3G53260 (PAL2), AT5G04230 (PAL3) and AT3G10340 (PAL4)."
"ABI5..AtABI5..GIA1"	5.367354	6.55759	6.799317	6.422736	6.776658	6.500112	6.823377	4.67091	5.55101	6.077951	6.178989	6.537787	5.665816	6.155126	4.671134	5.948176	6.064266	6.059351	6.619623	6.238319	6.411303	2.20365	6.056101	5.882059	5.924049	5.763283	6.238698	5.977091	"Encodes a member of the basic leucine zipper transcription factor family, involved in ABA signalling during seed maturation and germination. The Arabidopsis abscisic acid (ABA)-insensitive abi5 mutants have pleiotropic defects in ABA response, including decreased sensitivity to ABA inhibition of germination and altered expression of some ABA-regulated genes. Comparison of seed and ABA-inducible vegetative gene expression in wild-type and abi5-1 plants indicates that ABI5 regulates a subset of late embryogenesis-abundant genes during both developmental stages., Encodes a member of the basic leucine zipper transcription factor family, involved in ABA signalling during seed maturation and germination. The Arabidopsis abscisic acid (ABA)-insensitive abi5 mutants have pleiotropic defects in ABA response, including decreased sensitivity to ABA inhibition of germination and altered expression of some ABA-regulated genes. Comparison of seed and ABA-inducible vegetative gene expression in wild-type and abi5-1 plants indicates that ABI5 regulates a subset of late embryogenesis-abundant genes during both developmental stages., Encodes a member of the basic leucine zipper transcription factor family, involved in ABA signalling during seed maturation and germination. The Arabidopsis abscisic acid (ABA)-insensitive abi5 mutants have pleiotropic defects in ABA response, including decreased sensitivity to ABA inhibition of germination and altered expression of some ABA-regulated genes. Comparison of seed and ABA-inducible vegetative gene expression in wild-type and abi5-1 plants indicates that ABI5 regulates a subset of late embryogenesis-abundant genes during both developmental stages."
