"root_total__control"	"root_total__hypoxia"	"root_p35S__control"	"root_p35S__hypoxia"	"root_pSCR__control"	"root_pSCR__hypoxia"	"root_pSHR__control"	"root_pSHR__hypoxia"	"root_pWOL__control"	"root_pWOL__hypoxia"	"root_pGL2__control"	"root_pGL2__hypoxia"	"root_pSUC2__control"	"root_pSUC2__hypoxia"	"root_pSultr2.2__control"	"root_pCO2__control"	"root_pCO2__hypoxia"	"root_pPEP__control"	"root_pPEP__hypoxia"	"root_pRPL11C__control"	"root_pRPL11C__hypoxia"	"shoot_total__control"	"shoot_total__hypoxia"	"shoot_p35S__control"	"shoot_p35S__hypoxia"	"shoot_pGL2__control"	"shoot_pGL2__hypoxia"	"shoot_pRBCS__control"	"shoot_pRBCS__hypoxia"	"shoot_pSUC2__control"	"shoot_pSUC2__hypoxia"	"shoot_pSultr2.2__control"	"shoot_pCER5__control"	"shoot_pCER5__hypoxia"	"shoot_pKAT1__control"	"shoot_pKAT1__hypoxia"	"metadata"
"ATGRP.3.ATGRP3.GRP.3.GRP3"	7.50014783225	7.615180023	9.17673928033333	8.838054098	6.9759994065	7.0610410585	8.4423510545	9.1401608815	8.2587000055	8.931368533	7.54369200733333	7.541850817	6.862266513	7.197998404	8.225005225	7.38563444	7.695814286	6.105667129	6.899100881	9.8109075255	8.85645332	12.2348643433333	11.8412012333333	12.346837025	12.523762465	13.05785571	12.97885059	12.04479876	11.914518845	12.061732345	12.02240561	14.37250347	14.67830615	14.514345355	12.82700611	12.864499385	"putative glycine-rich protein"
"LTP.LTP7"	5.18374906875	5.27968389133333	5.34379985333333	5.5848257665	5.572879546	4.897161047	5.2517125215	5.4079391665	5.0387025315	5.1829860415	5.32291178133333	5.588740026	5.077320507	5.280275799	5.2215731745	5.443716785	5.059031192	5.1296487605	5.11962584	4.948291652	5.457576532	11.4177868	11.6925416333333	11.875025415	11.778318185	12.23002414	12.366919455	11.16229789	10.89701236	10.348267295	10.397757345	12.721206675	13.701892175	13.621366335	11.71237515	11.711721835	"putative lipid transfer protein"
"KCS8"	5.17477736875	4.934425588	4.822198907	4.745827941	4.9883618475	4.878320365	4.650747151	4.8345459245	4.613855056	4.7757662595	5.14738976533333	4.882793535	4.7613952585	4.687719392	4.9634387345	5.7627941445	4.8831912075	4.4935120215	4.686850905	4.80404549	4.7415710345	8.99033961833333	8.712165856	8.281629558	8.9066607525	8.873334691	9.3521808425	7.9077811995	8.0032550265	6.485797595	7.892144661	10.08017196	10.865016735	11.419643455	8.0932542955	9.1259540605	"putative fatty acid elongase"
"ALDH11A3"	4.714648361	5.00309426833333	5.234030755	5.067457692	5.1522033395	4.8889749975	5.4132402105	5.1229268005	4.898305486	4.8019141	5.139934842	5.388313387	4.9270692235	5.0603303795	5.372349386	5.067989307	4.775059668	4.8790599395	4.8617265485	5.1241157105	5.396776213	11.3465256533333	11.3670515366667	10.731678185	11.02363786	10.914566145	11.15465978	10.682656505	10.89038084	10.18655435	10.704405465	11.74141909	11.844171375	11.72215779	11.327040405	11.51822934	"putative NADP-dependent glyceraldehyde-3-phosphate dehydrogenase  ; supported by cDNA: gi_14335051_gb_AY037205.1_"
"PIP2.6.PIP2E"	8.521229538	8.13902146466667	7.67691171266667	7.5476937835	7.5191637915	7.2549573535	7.5214460975	7.1858765705	7.3687586565	7.2512417355	7.86316012533333	7.7469319905	7.5980489585	7.237299368	7.60154095	7.717473652	7.353326514	9.4342947985	8.4354310365	7.0527962555	7.4053465505	13.2454158866667	12.6091113533333	12.640276085	12.73891039	12.986528985	12.90725957	12.823291035	12.672593695	11.294003715	11.361230335	13.374685515	13.775847205	13.60249594	12.92612206	12.57055593	"putative aquaporin (water channel protein)  ; supported by cDNA: gi_15010777_gb_AY045690.1_"
"ATGSTU6.GST24.GSTU6"	7.96600807125	7.92302843466667	8.654005424	8.7195163665	7.4640138645	8.261663671	8.891198001	9.3949079535	8.403673736	9.2153063185	8.73605275766667	8.627063736	9.1305180625	9.7191955995	8.5157977615	7.658734756	8.215453256	7.3333672205	8.3772051205	8.5001805125	8.8984225575	4.78415988766667	4.63793666333333	5.0750477185	4.955491951	5.014532469	4.9599343335	4.755235608	4.684577719	5.235690225	4.998841841	4.580787042	4.485315973	4.5693385135	4.7779970865	4.657995728	"putative glutathione S-transferase  ; supported by cDNA: gi_11096007_gb_AF288187.1_AF288187"
"TRI"	7.8481308575	8.25128844066667	7.29653351366667	7.275908003	9.6296820505	9.6280866695	6.1293123645	6.9677669085	6.840130226	7.4537967245	5.573109783	6.6796622375	6.060118765	6.8163999365	6.063639087	7.307083525	7.6804540705	5.693517199	6.2408796305	7.9533113965	7.6277361295	4.15938715366667	4.27271408533333	4.1859069415	4.030027679	3.9130980195	3.944829362	3.887865086	3.9517025215	4.026915496	4.047141942	3.8909900755	3.7532438395	3.8894036525	4.01329691	3.965130637	"putative tropinone reductase"
"ATGSTU1.GST19.GSTU1"	7.94258446325	8.38508005533333	8.69331519933333	8.555760704	8.6768795695	8.960528003	7.99546995	8.790401056	8.638668429	9.202202518	7.98738949533333	7.629505902	6.544071861	7.75025026	7.768938161	7.7625281065	8.5513852435	8.711829997	9.7350845025	8.6462594085	9.1561840775	5.25852484033333	4.77312788233333	5.6206248715	5.2061357245	4.9548108595	4.7248909015	5.6428420335	5.215376677	4.3993740945	4.4152695495	5.1077504925	4.315024266	4.4055645665	5.142022941	4.937552845	"putative glutathione S-transferase  ;supported by full-length cDNA: Ceres:38727."
"CYP705A8"	8.4712967885	8.40394410766667	6.764293495	6.720158107	7.7164998665	7.6862905215	6.9785283275	7.163811478	7.021342436	7.5274093025	7.23195762766667	7.393920883	7.1447325415	6.8889149555	7.4595433225	8.1136105305	7.410785467	9.2699673765	9.2742957975	7.1558937125	7.092880582	4.59922459233333	4.53911280166667	4.403186219	4.444911701	4.1302080195	4.352149232	4.292648957	4.411478555	4.263481967	4.383572007	4.2769360785	4.20001736	4.378606676	4.529548087	4.342234328	"putative cytochrome P450"
"MLP329.ZCE2"	13.355474065	13.3144285033333	13.15914038	13.053527235	13.165567695	13.442398875	12.97633954	13.069730805	13.64263283	13.522062945	13.8311478233333	13.579660195	13.381326835	13.13099103	13.373193115	13.94585167	13.84620059	13.93141743	13.669451855	13.04004323	12.36247914	8.64749632433333	8.04430616633333	8.1961089875	7.637129912	7.852694198	7.307826732	7.05736444	6.8381265565	7.2702733595	6.731035626	8.2601923365	6.8164588515	7.278308652	9.526200617	9.006946093	"unknown protein  ; supported by cDNA: gi_15450398_gb_AY052300.1_"
"MLP328.ZCE1"	13.427618645	13.78500423	13.5219569266667	13.551389775	13.812323925	13.9278165	13.5407177	13.599613395	13.89435343	13.82793377	13.8072993166667	13.79642956	13.315805495	13.20397899	13.66101271	13.82887472	13.765493865	13.882942575	13.99795724	13.72378043	13.634838555	10.056981946	9.53349626466667	9.03499703	9.076035837	8.048823426	7.9186904875	5.231764541	5.3255289005	7.434777119	7.4311581095	7.6656846165	6.9270064615	7.116957913	10.66066427	9.880794474	"unknown protein  ;supported by full-length cDNA: Ceres:17603."
"ATM17.M17"	3.86752752225	3.84937542766667	4.511778461	4.0986671525	3.8101416155	3.71586361	3.8473680325	3.89824453	3.7367627135	3.820154928	3.72793010466667	3.716106866	3.652049349	3.895174736	3.7847032555	3.7037541	3.6441147975	3.76129296	3.702682362	3.686713172	3.8564124455	8.95901932566667	9.16888535333333	8.470372701	8.9295855245	4.4796060995	6.154922458	4.0138401545	4.720546875	4.213819052	7.4260580675	4.136619539	4.786687859	5.7877781285	7.298721062	8.5465692715	"late embryogenesis abundant M17 protein identical to GB:AF076979"
"ATLTP1.AtLtpI.4.LP1.LTP1"	7.620835863	7.23616422333333	8.03340451733333	7.329586514	7.486070281	7.158092	6.929225197	7.0618771725	6.6293419565	7.237518929	7.24454457233333	7.842776581	6.7177239545	6.751064018	7.549349104	7.9859435685	6.903837245	5.5561598385	5.769288806	6.4858351115	6.536710423	13.86281475	13.7788639566667	13.96636269	14.08419787	14.14593951	14.408815725	13.56972253	13.50001587	13.826481185	13.45357265	14.449383025	14.875907975	14.73835083	13.8832275	13.94072725	"putative nonspecific lipid-transfer protein  ; supported by cDNA: gi_15146309_gb_AY049296.1_"
"CRR6"	4.9517843895	4.97738187366667	5.177425226	5.331979616	5.342190823	4.794671751	5.240239714	5.0842531925	5.486786724	4.936712287	5.51792652666667	5.2639444775	5.1445464655	4.6692913745	5.2973751405	5.500453109	4.7135935	5.3966231005	4.838459858	5.4928308615	5.236940885	10.1646208406667	9.84536819833333	9.737635528	9.447632726	9.195844063	9.232811551	9.8460395355	9.869086606	8.0662544735	8.1367340585	9.2477567905	7.6684346285	8.033442644	10.285022605	9.800679228	"unknown protein  ;supported by full-length cDNA: Ceres:10341."
"AtLEA4.2.LEA18.LEA4.2"	4.432489413	4.23386450866667	5.02614358833333	4.8759304705	4.0467754815	4.1978250945	4.269059631	4.2747495635	4.3587223555	4.2777464275	4.431302957	4.3650347295	4.4879790855	4.343306178	4.2823401075	4.169872995	4.144272458	4.38267614	4.5989653535	4.4348917895	4.602635049	8.16449160466667	7.483484623	9.2546367745	8.959355868	4.7052846895	4.896357093	4.6719437135	4.7735810655	4.951351382	5.1715636435	4.7983799865	5.5427581435	6.5768846715	7.693970775	7.7082701295	"similar to late embryogenesis abundant proteins identical to GB:X91917"
"PRPL35"	5.52523121425	5.39731104566667	6.53027485333333	6.491456445	5.2109747075	5.539141604	5.9218513255	6.252054116	5.718429275	6.240207376	6.207657237	5.6142706545	6.003359059	5.456066199	6.0215629135	5.8836252135	5.789094813	5.8312567475	5.957928982	6.257236843	5.9391273665	9.286470416	9.348276825	10.23498314	10.465033995	9.59573776	9.949775319	10.709544365	10.85562558	9.0658138225	8.146847059	9.62413864	7.4588272775	8.134081754	10.0737099125	10.318552727	"putative chloroplast ribosomal protein L35"
"LEA27"	9.79389959275	9.595372831	9.41535064566667	9.3806716125	8.9529948685	8.865838175	9.214379478	9.12544037	9.050316387	9.327985633	9.06071874566667	8.717514161	9.1359656925	8.6617323865	9.0260526915	10.210915188	9.5582874485	7.600924377	7.947375473	8.70761962	8.911298381	5.59038914333333	5.414538737	5.9661197275	5.739253624	5.68135568	5.44572368	4.92633074	5.219306367	4.974753099	5.195270414	4.841828342	5.9694577835	5.6184740525	5.349833218	5.237723639	"putative desiccation related protein  ; supported by full-length cDNA: Ceres: 2747."
"ATWRKY43.WRKY43"	4.686739311	4.58350253466667	4.85352367333333	4.9673471595	8.6795513765	9.6833224105	8.5328616245	9.467633946	8.4648137065	9.8390745655	8.373963213	8.66444778	8.05926688	8.470514671	8.438259548	10.269809415	10.36449144	6.697594101	7.69620976	4.8680539945	4.998099656	4.14500330866667	4.324483806	4.1531646435	4.353796078	4.2334976665	4.1898909185	4.1529617	4.195892689	4.2093056475	4.250454551	4.074708356	4.1425204455	4.195275563	4.8371709975	4.8208711375	"putative WRKY-type DNA binding protein ;supported by cDNA: gi:15384224"
"GDCH"	5.0829074575	4.88594873933333	5.95969608333333	5.230223825	5.8758260035	5.192544214	5.590207771	5.187823189	5.5682636795	5.2423730125	6.00034646933333	5.303384854	5.1780707715	5.1493589165	5.5506655335	5.07630788	5.0835326105	5.0104265415	4.9298267325	5.4290792175	5.209169581	11.6447994033333	11.8550552233333	11.49984518	11.656999155	11.214507275	11.411011065	12.012927455	11.932867175	10.66016774	10.291694565	11.687578655	9.8614793845	10.68945456	11.53420996	11.61728826	"glycine decarboxylase complex H-protein identical to GB:U27144;supported by full-length cDNA: Ceres:24194."
"UGT71C1"	9.45926793475	8.57241294433333	7.401357165	7.2226810205	8.124729951	6.902098767	7.298432375	7.086217551	8.1644008065	7.804467649	7.68944241033333	7.529557154	7.666313048	7.520761317	8.338100238	7.9281617225	7.5057239365	10.47326291	9.690124133	7.84129038	7.162590177	4.98593460633333	4.82616229366667	4.7589418295	4.6493980205	4.9501272495	4.9014244355	4.712654248	4.5557492195	4.620275555	4.5811322385	4.6964666365	4.9547330195	4.8729758855	4.9404965395	4.64085007	"putative flavonol 3-O-glucosyltransferase"
"PY.THIC.PY.THIC.PY.THIC"	6.21284924675	6.32564339933333	6.90901338833333	6.7998494365	6.2043193615	6.016246804	7.4901785895	6.8439185835	7.001454383	6.3158841205	7.48393868166667	7.062707503	6.2465755105	6.1549743525	6.8833880295	6.501286069	6.5638499095	7.3641039275	6.694322672	7.268196338	6.472766008	12.13150671	12.20447221	11.532500485	11.670299145	11.610568215	11.749644455	11.864446485	11.83538301	10.30720235	10.932316505	11.52116145	10.86929933	11.38870877	12.21183342	12.346110295	"putative thiamin biosynthesis protein"
"AtGulLO2.GulLO2"	8.8541306175	9.33952360566667	8.21471031766667	8.474527471	8.1643376985	10.10837762	7.756722532	9.3235579745	9.097410991	10.521002465	9.69168773366667	9.7782761965	9.119725303	10.48373585	9.8214019355	9.389226281	11.60889281	11.07712656	11.776138495	8.5370560475	8.9616557965	5.72815138466667	5.735423067	5.9047087515	5.871715636	5.544874387	5.6689654435	5.692380799	6.019522054	6.0490818605	6.07306522	5.4498736825	5.4559377855	5.4375794915	5.686746295	6.0038143465	"unknown protein"
"PKS1"	7.1134712545	6.193183403	6.19332757433333	5.6867060825	6.6692897565	5.807133516	6.117186481	5.5002372815	5.824372713	5.3294341235	5.936329032	5.596582037	6.5985369205	5.9051454565	6.5090739475	7.0543413785	6.4246868975	9.075964372	8.3162389835	5.616414809	5.5289952705	8.660483875	8.146375891	9.7805756915	9.346858829	10.80397199	10.449079245	9.331622468	9.153249833	9.5292563175	8.4812798865	11.710842085	11.983728865	11.05079852	8.9847054475	8.5819329025	"unknown protein  ; supported by cDNA: gi_15450680_gb_AY052708.1_"
"FPT1.SCPL12"	6.859599963	6.80205868766667	7.16979990833333	5.7746125605	8.371321722	8.09320776	7.5220590025	6.9720728615	8.2716976395	7.331352228	8.262525453	6.3690336645	7.295996538	6.6841792915	7.534631176	7.8693281475	7.266945315	8.4155812635	8.395295834	7.644529452	6.5393677945	4.63364230766667	4.30945322866667	4.1617078055	4.2035740335	4.157485729	4.0835747205	3.887317266	4.027653085	4.043136157	3.795376185	4.536514744	4.379274836	4.1416814965	5.2474783575	4.6074496095	"putative serine carboxypeptidase I"
"mTERF10"	5.18272644775	5.205878879	5.35189781	5.573059718	5.2334001945	5.331931279	5.231604712	5.312993259	4.962047462	5.089852004	5.25143642966667	5.2525396805	5.0658161735	5.0060996965	5.0644435655	5.1963852225	5.0386855185	5.375683806	5.106383065	5.0252827735	5.0489676575	9.43357723866667	8.674806419	9.607363373	9.094107297	8.8338243665	8.591909399	9.9731249475	9.5008147455	9.026717248	8.756113484	9.53108374	7.9989899495	8.034745802	8.901916763	8.901274176	"hypothetical protein predicted by genefinder"
"UMAMIT14"	9.35613138525	12.2321286866667	8.49989067266667	12.01118132	8.6597266645	11.79648052	8.634376519	12.091413415	9.425908172	12.443811375	8.22305054666667	11.76589822	8.415581083	11.88743166	8.266420039	8.560123743	11.821771695	6.966679863	10.67078526	8.6281235095	12.92960942	6.17789254666667	6.98233498666667	6.398973506	6.4761834205	6.8933207705	6.8216570885	6.289089022	6.2776028895	6.855841547	6.427707903	6.173982433	6.0638856505	6.17502836	6.2455948685	6.723399974	"nodulin-like protein"
"PnsL1.PPL2"	4.87609433125	5.11160763066667	5.17186533633333	4.9840979715	4.951266204	5.078433173	4.918322469	4.98589617	4.898774796	4.781752863	4.89291030133333	5.0673209845	5.022825203	5.1272140025	4.8636387075	4.9761193945	4.9876455435	4.997306287	5.1126782325	4.800704498	5.111288495	10.4576575966667	10.3699589333333	10.36565123	10.47297581	9.6497138215	10.10581584	10.506984105	10.789894315	8.2156846775	8.7932617	10.061572547	7.667656164	8.4730599215	10.586829165	10.65206246	"unknown protein  ;supported by full-length cDNA: Ceres:16403."
"MAGL6"	4.773893714	5.25705340566667	4.84500429433333	5.020458047	4.8977765055	5.097011013	4.8945342985	4.7471797835	4.827123134	5.074932259	4.86152579066667	5.1858233785	4.891052718	5.2140054585	4.7612686555	4.841922374	5.8624552665	4.7652225875	5.499066013	4.887678456	4.995398615	8.501335778	8.26199472233333	8.9027418615	8.428796171	10.224708305	9.4236760655	8.329556234	7.713103833	8.603721081	8.4290441795	9.943941192	11.07190602	10.5470592	8.2724566535	8.770508877	"putative phospholipase  ; supported by cDNA: gi_14532651_gb_AY039950.1_"
"CML10"	5.23727063975	5.40180864233333	5.199000832	5.5122988225	5.4833562395	5.5085504395	5.2987689205	5.6832629845	5.393604049	5.6085192135	5.411746858	5.5849166305	5.21937561	5.224618806	5.1412351635	5.440505092	5.448876786	5.5205069625	6.2172138315	5.265736246	5.4106856345	9.54819596833333	9.61889894066667	10.673812515	10.82582936	10.681471515	10.83904208	10.981745315	11.133486515	8.149135329	9.318273622	11.093644945	10.256030375	11.13591826	10.17988839	11.132306915	"calcium binding protein (CaBP-22) identical to GB:Z12136;supported by full-length cDNA: Ceres:123659."
"ATEXP3.ATEXPA3.ATHEXP.EXP3.EXPA3"	5.93698739225	5.630627278	6.03347789633333	5.8752473365	5.7440252605	5.5811079	6.455900721	5.785847504	6.3462229705	5.7164501315	6.02822031533333	5.7864630075	6.087324675	5.476679855	6.0102846595	5.6617048085	5.7030864765	5.693741665	5.728478523	6.285129551	6.0724040165	10.203481389	9.579231752	10.026996775	9.738083058	10.54016221	9.9705965695	9.500511251	8.8840108725	8.662496123	8.054924515	10.844296075	12.355731215	11.524564755	9.9915136595	9.31486228	"putative expansin"
"SCPL8.SNG1"	4.8855762295	4.84137398	6.078676891	5.4459118845	4.7456532215	5.666827994	5.116966598	5.413624222	5.20602403	5.675068031	4.97507274766667	5.382287279	5.1659554765	5.736925306	6.0166864155	4.7978747735	5.819912661	4.704946269	5.428756949	5.9602417075	6.53952094	10.4381704166667	10.4365459266667	9.97500672	10.247304925	10.447804475	10.698829945	10.2966616845	10.221242665	10.2691923	10.44461212	11.503512865	11.17937797	11.05492244	11.151945495	11.23170315	"putative serine carboxypeptidase I  ; supported by cDNA: gi_14334757_gb_AY035052.1_"
"YCF37"	5.3439476585	5.64802983866667	5.58489859166667	5.8360470095	5.3487980695	5.364063555	5.408141948	5.3000078475	5.359839695	5.4118653735	5.77591790066667	6.230927446	5.497988049	5.525507567	5.619307399	5.4052657565	5.215784089	5.8217508395	5.4604020005	5.446381729	5.741953977	9.74118094633333	9.41693704233333	10.037028812	10.0641835015	9.261540909	9.7485501755	10.380954045	10.317336685	9.2935570825	8.98847179	9.1395611235	8.131752687	8.660147075	9.3285931065	9.4843322585	"hypothetical protein predicted by genscan and genefinder;supported by full-length cDNA: Ceres:20125."
"LAC3"	9.096522696	8.46366694966667	8.28177957566667	8.109534084	11.188520015	10.865556275	8.354539636	8.570882554	8.5445847985	8.650344853	8.04307224433333	7.9927197615	8.65362938	8.444239717	8.398082815	8.626333781	8.955043216	6.7775128145	6.9798755445	8.0984017365	7.782744444	5.318539904	4.96290215966667	5.2327146	5.15881181	4.9700420875	4.9987327475	4.963290047	5.109575345	4.9540271105	5.0848707075	5.1832398545	4.7755475285	4.708046508	5.2616795875	4.893891064	"putative laccase"
"ER.QRP1"	5.79882042925	5.610884851	5.923261734	5.5636807235	5.783418872	5.704950674	5.9512068715	5.3969293265	5.668629006	5.487880588	5.88970088	5.827778283	5.585979259	5.5642442445	5.831826049	5.983643793	5.5346697035	5.63760585	5.585481097	5.369914367	5.729634289	10.17364297	9.63441501133333	9.733753237	9.2600088315	9.772412957	9.6354149345	9.268914943	8.9580456045	7.3161582995	7.597165501	9.9628463995	10.37864762	10.010020871	9.8643971265	10.472678675	"putative receptor-like protein kinase, ERECTA identical to GB:U47029 and GB:D83257; contains a protein kinase domain profile (PDOC00100); contains LRR  Leucine Rich Repeat domains; supported by cDNA: gi_14334873_gb_AY035110.1_"
"AGP30.ATAGP30"	11.4344520175	11.5591430566667	10.8452754966667	11.422400055	10.58795271	11.613296285	10.673918375	11.29634558	10.395863005	11.332373625	10.9925864966667	11.801869505	11.009230005	11.532299845	10.62608541	11.758115525	12.87563532	9.1405095055	10.40928871	10.44432146	10.85513385	5.48149482633333	5.26221974633333	5.378736773	5.1687275985	5.3377690345	5.302427212	5.466443	5.4610200115	5.509731744	5.147335147	5.353756104	5.0667749435	5.146388218	5.4137699755	5.420626247	"putative proline-rich protein"
